type,run,year,Ne,year_meaning,Ne_meaning
bootstrap,run98,0,33,0,ncont
bootstrap,run99,1000000,185,1000000,nhist
bootstrap,run99,103011,185,t_exp+1,nhist
bootstrap,run99,103010,185503,t_exp,nalb
bootstrap,run99,21,185503,t_bot+1,nalb
bootstrap,run99,20,44,t_bot,ncont
bootstrap,run99,0,44,0,ncont
bootstrap,run100,1000000,8940,1000000,nhist
bootstrap,run100,26427,8940,t_exp+1,nhist
bootstrap,run100,26426,3114023,t_exp,nalb
bootstrap,run100,9,3114023,t_bot+1,nalb
bootstrap,run100,8,6,t_bot,ncont
bootstrap,run100,0,6,0,ncont
